H;V;PM
4.864;-1.504;37.622
4.876;-1.512;37.640
4.874;-1.523;37.637
4.870;-1.534;37.630
4.869;-1.545;37.629
4.873;-1.555;37.634
4.834;-0.929;37.603
4.865;-1.009;37.645
4.867;-1.025;37.648
4.871;-1.040;37.653
4.874;-1.055;37.656
4.880;-1.090;37.665
4.891;-1.194;37.677
4.884;-1.260;37.666
4.881;-1.272;37.661
4.878;-1.294;37.657
4.855;-1.432;37.621
4.868;-1.502;37.637
4.870;-1.575;37.639
4.870;-1.596;37.638
4.876;-1.611;37.646
4.870;-1.633;37.638
4.868;-1.649;37.635
4.865;-1.660;37.630
4.844;-0.972;37.625
4.856;-0.995;37.642
4.889;-1.129;37.686
4.893;-1.155;37.691
4.891;-1.172;37.687
4.890;-1.188;37.685
4.897;-1.208;37.694
4.888;-1.237;37.681
4.872;-1.310;37.656
4.870;-1.327;37.653
4.868;-1.338;37.651
4.866;-1.354;37.647
4.863;-1.371;37.643
4.850;-1.453;37.622
4.848;-1.469;37.619
4.849;-1.490;37.619
4.857;-1.530;37.631
4.868;-1.570;37.645
4.823;-0.924;37.606
4.833;-0.937;37.620
4.838;-0.951;37.626
4.845;-0.976;37.636
4.875;-1.100;37.675
4.880;-1.115;37.682
4.892;-1.197;37.698
4.879;-1.254;37.677
4.858;-1.392;37.645
4.854;-1.409;37.639
4.846;-1.469;37.625
4.845;-1.485;37.623
4.857;-1.493;37.640
4.858;-1.508;37.642
4.855;-1.535;37.637
4.861;-1.550;37.644
4.864;-1.591;37.647
4.869;-1.616;37.655
4.863;-1.638;37.645
4.852;-1.677;37.629
4.854;-1.692;37.632
4.852;-1.703;37.629
4.825;-0.927;37.618
4.847;-0.984;37.648
4.851;-0.999;37.653
4.855;-1.014;37.659
4.859;-1.034;37.664
4.860;-1.050;37.665
4.863;-1.070;37.669
4.890;-1.191;37.703
4.890;-1.213;37.703
4.872;-1.266;37.676
4.868;-1.282;37.671
4.870;-1.293;37.673
4.866;-1.315;37.667
4.864;-1.331;37.664
4.861;-1.353;37.658
4.849;-1.425;37.639
4.846;-1.520;37.633
4.845;-1.526;37.631
4.866;-1.563;37.661
4.872;-1.573;37.668
4.871;-1.583;37.668
4.866;-1.595;37.660
4.856;-1.649;37.645
4.846;-1.683;37.629
4.850;-1.692;37.635
4.822;-0.922;37.623
4.833;-0.934;37.638
4.840;-0.953;37.647
4.874;-1.119;37.692
4.880;-1.134;37.700
4.881;-1.149;37.702
4.883;-1.171;37.703
4.881;-1.230;37.699
4.861;-1.374;37.667
4.853;-1.391;37.656
4.844;-1.436;37.642
4.843;-1.452;37.640
4.844;-1.483;37.640
4.844;-1.509;37.641
4.843;-1.525;37.639
4.859;-1.553;37.660
4.875;-1.576;37.683
4.871;-1.588;37.677
4.864;-1.610;37.666
4.860;-1.632;37.659
4.849;-1.671;37.643
4.841;-1.714;37.630
4.827;-1.727;37.610
4.824;-1.733;37.607
4.842;-0.973;37.659
4.853;-1.060;37.673
4.856;-1.076;37.676
4.861;-1.095;37.683
4.864;-1.105;37.687
4.867;-1.259;37.688
4.862;-1.277;37.681
4.864;-1.292;37.683
4.861;-1.314;37.678
4.844;-1.419;37.651
4.838;-1.473;37.641
4.850;-1.534;37.657
4.871;-1.571;37.686
4.852;-1.643;37.657
4.846;-1.655;37.649
4.849;-1.665;37.653
4.842;-1.677;37.642
4.828;-1.726;37.621
4.820;-1.753;37.610
4.808;-1.797;37.592
4.831;-0.910;37.654
4.837;-0.957;37.661
4.839;-0.994;37.664
4.843;-1.008;37.669
4.881;-1.179;37.719
4.883;-1.195;37.721
4.878;-1.212;37.714
4.857;-1.330;37.682
4.859;-1.356;37.683
4.853;-1.368;37.675
4.850;-1.380;37.670
4.846;-1.397;37.664
4.849;-1.485;37.666
4.851;-1.495;37.669
4.848;-1.512;37.665
4.851;-1.522;37.668
4.849;-1.543;37.665
4.862;-1.556;37.684
4.863;-1.593;37.684
4.837;-1.693;37.644
4.835;-1.709;37.640
4.813;-1.770;37.608
4.808;-1.786;37.600
4.804;-1.802;37.594
4.801;-1.813;37.590
4.835;-0.913;37.669
4.833;-0.935;37.665
4.860;-1.115;37.700
4.867;-1.128;37.710
4.868;-1.235;37.709
4.863;-1.253;37.700
4.840;-1.413;37.664
4.838;-1.429;37.661
4.844;-1.533;37.667
4.855;-1.610;37.680
4.854;-1.626;37.679
4.849;-1.637;37.672
4.818;-1.737;37.624
4.794;-1.834;37.588
4.833;-0.918;37.675
4.829;-0.940;37.669
4.837;-1.013;37.678
4.839;-1.034;37.681
4.840;-1.055;37.682
4.842;-1.071;37.685
4.847;-1.091;37.691
4.869;-1.170;37.721
4.878;-1.183;37.733
4.877;-1.189;37.732
4.874;-1.201;37.727
4.854;-1.270;37.696
4.850;-1.282;37.691
4.853;-1.297;37.694
4.852;-1.313;37.693
4.857;-1.349;37.699
4.851;-1.361;37.691
4.845;-1.373;37.682
4.835;-1.455;37.665
4.832;-1.472;37.661
4.849;-1.515;37.684
4.851;-1.546;37.686
4.863;-1.576;37.702
4.858;-1.592;37.695
4.839;-1.654;37.666
4.837;-1.670;37.663
4.809;-1.753;37.621
4.807;-1.764;37.617
4.805;-1.775;37.614
4.788;-1.850;37.588
4.785;-1.866;37.583
4.779;-1.892;37.575
4.816;-0.900;37.661
4.821;-0.904;37.667
4.824;-0.957;37.670
4.823;-0.973;37.669
4.823;-0.984;37.669
4.861;-1.133;37.719
4.865;-1.154;37.724
4.866;-1.218;37.724
4.863;-1.229;37.720
4.858;-1.247;37.712
4.845;-1.288;37.692
4.854;-1.333;37.704
4.841;-1.390;37.684
4.838;-1.475;37.678
4.841;-1.490;37.683
4.853;-1.503;37.698
4.856;-1.555;37.701
4.848;-1.615;37.689
4.824;-1.693;37.653
4.820;-1.714;37.647
4.816;-1.725;37.640
4.796;-1.796;37.610
4.792;-1.813;37.604
4.790;-1.828;37.601
4.775;-1.908;37.577
4.772;-1.934;37.573
4.825;-0.912;37.682
4.825;-0.934;37.682
4.836;-1.081;37.694
4.840;-1.095;37.700
4.846;-1.110;37.708
4.851;-1.258;37.711
4.845;-1.276;37.702
4.847;-1.312;37.705
4.851;-1.338;37.710
4.848;-1.355;37.705
4.835;-1.411;37.684
4.835;-1.432;37.684
4.833;-1.454;37.680
4.838;-1.532;37.686
4.849;-1.550;37.701
4.859;-1.559;37.715
4.859;-1.569;37.715
4.841;-1.636;37.687
4.835;-1.653;37.679
4.804;-1.742;37.633
4.797;-1.770;37.621
4.776;-1.856;37.590
4.775;-1.876;37.587
4.768;-1.949;37.575
4.769;-1.975;37.576
4.766;-1.991;37.571
4.816;-0.903;37.678
4.817;-0.951;37.679
4.820;-0.993;37.683
4.823;-1.008;37.686
4.826;-1.029;37.690
4.827;-1.050;37.691
4.829;-1.066;37.693
4.859;-1.164;37.735
4.866;-1.178;37.745
4.864;-1.194;37.741
4.860;-1.212;37.735
4.850;-1.252;37.719
4.836;-1.298;37.699
4.836;-1.426;37.694
4.844;-1.493;37.705
4.841;-1.515;37.699
4.850;-1.581;37.712
4.846;-1.592;37.705
4.821;-1.676;37.667
4.816;-1.693;37.660
4.798;-1.753;37.633
4.791;-1.791;37.621
4.770;-1.892;37.589
4.768;-1.908;37.585
4.766;-1.929;37.582
4.764;-1.949;37.579
4.766;-1.975;37.581
4.811;-0.973;37.679
4.843;-1.119;37.721
4.850;-1.133;37.730
4.851;-1.240;37.730
4.836;-1.377;37.705
4.833;-1.394;37.701
4.839;-1.414;37.708
4.826;-1.438;37.689
4.837;-1.462;37.704
4.840;-1.472;37.708
4.834;-1.536;37.698
4.837;-1.609;37.701
4.836;-1.631;37.699
4.781;-1.818;37.616
4.777;-1.834;37.609
4.770;-1.845;37.599
4.757;-1.996;37.576
4.751;-2.027;37.567
4.756;-2.108;37.573
4.824;-0.914;37.708
4.819;-1.055;37.698
4.823;-1.076;37.702
4.827;-1.090;37.708
4.855;-1.173;37.747
4.859;-1.183;37.752
4.843;-1.273;37.726
4.842;-1.316;37.724
4.843;-1.337;37.725
4.842;-1.353;37.724
4.837;-1.365;37.716
4.838;-1.407;37.717
4.842;-1.555;37.719
4.845;-1.570;37.722
4.823;-1.653;37.689
4.818;-1.665;37.682
4.801;-1.715;37.655
4.795;-1.732;37.647
4.792;-1.748;37.641
4.763;-1.856;37.597
4.765;-1.871;37.600
4.764;-1.882;37.598
4.763;-1.892;37.596
4.749;-2.012;37.573
4.750;-2.047;37.574
4.747;-2.068;37.569
4.746;-2.094;37.567
4.746;-2.150;37.566
4.818;-0.930;37.709
4.804;-0.957;37.688
4.803;-0.973;37.685
4.810;-1.009;37.695
4.814;-1.034;37.700
4.843;-1.138;37.739
4.846;-1.153;37.744
4.853;-1.200;37.752
4.851;-1.216;37.749
4.848;-1.233;37.744
4.847;-1.255;37.742
4.835;-1.296;37.723
4.838;-1.391;37.726
4.827;-1.420;37.709
4.819;-1.432;37.698
4.829;-1.451;37.711
4.831;-1.467;37.714
4.836;-1.476;37.722
4.837;-1.492;37.722
4.828;-1.515;37.709
4.826;-1.531;37.705
4.836;-1.587;37.719
4.833;-1.598;37.713
4.830;-1.609;37.710
4.805;-1.682;37.672
4.803;-1.693;37.668
4.796;-1.710;37.657
4.779;-1.775;37.632
4.777;-1.796;37.629
4.773;-1.813;37.622
4.771;-1.823;37.620
4.757;-1.913;37.596
4.755;-1.934;37.593
4.754;-1.949;37.591
4.755;-1.975;37.592
4.751;-1.991;37.587
4.746;-2.134;37.576
4.735;-2.191;37.559
4.797;-0.899;37.688
4.801;-0.989;37.692
4.827;-1.109;37.726
4.852;-1.193;37.760
4.838;-1.272;37.739
4.832;-1.290;37.729
4.834;-1.305;37.732
4.836;-1.321;37.735
4.837;-1.326;37.735
4.838;-1.347;37.737
4.834;-1.359;37.730
4.831;-1.375;37.726
4.839;-1.389;37.737
4.824;-1.636;37.709
4.818;-1.647;37.701
4.741;-2.012;37.580
4.738;-2.033;37.575
4.739;-2.043;37.577
4.743;-2.052;37.582
4.739;-2.073;37.576
4.739;-2.084;37.575
4.749;-2.098;37.589
4.748;-2.113;37.588
4.745;-2.129;37.583
4.740;-2.155;37.575
4.736;-2.176;37.569
4.729;-2.212;37.558
4.729;-2.242;37.558
4.804;-0.911;37.708
4.798;-0.945;37.698
4.801;-1.014;37.701
4.809;-1.071;37.710
4.813;-1.086;37.715
4.816;-1.095;37.721
4.848;-1.172;37.764
4.846;-1.210;37.761
4.829;-1.401;37.732
4.821;-1.414;37.720
4.829;-1.470;37.730
4.831;-1.496;37.733
4.830;-1.549;37.730
4.831;-1.576;37.730
4.809;-1.659;37.696
4.801;-1.671;37.685
4.797;-1.687;37.678
4.782;-1.737;37.655
4.778;-1.753;37.649
4.773;-1.770;37.641
4.755;-1.835;37.614
4.751;-1.856;37.608
4.753;-1.876;37.609
4.751;-1.892;37.607
4.750;-1.908;37.605
4.748;-1.929;37.601
4.749;-1.969;37.601
4.723;-2.232;37.558
4.722;-2.278;37.555
4.790;-0.903;37.697
4.800;-0.932;37.711
4.790;-0.958;37.695
4.790;-0.974;37.695
4.791;-0.984;37.696
4.792;-0.994;37.698
4.800;-1.035;37.708
4.802;-1.055;37.711
4.825;-1.118;37.742
4.831;-1.132;37.751
4.840;-1.157;37.763
4.844;-1.236;37.766
4.840;-1.253;37.761
4.830;-1.336;37.745
4.834;-1.356;37.750
4.833;-1.373;37.748
4.807;-1.438;37.707
4.812;-1.447;37.715
4.817;-1.456;37.723
4.820;-1.514;37.726
4.821;-1.535;37.725
4.822;-1.592;37.727
4.820;-1.614;37.723
4.821;-1.630;37.723
4.758;-1.813;37.628
4.754;-1.824;37.622
4.739;-1.996;37.595
4.734;-2.012;37.588
4.736;-2.052;37.590
4.740;-2.088;37.595
4.745;-2.103;37.601
4.743;-2.113;37.599
4.739;-2.134;37.593
4.727;-2.196;37.574
4.724;-2.212;37.570
4.727;-2.252;37.572
4.729;-2.267;37.575
4.780;-0.900;37.692
4.813;-1.104;37.735
4.847;-1.170;37.782
4.826;-1.277;37.749
4.823;-1.294;37.744
4.825;-1.315;37.747
4.822;-1.396;37.741
4.824;-1.475;37.741
4.826;-1.490;37.744
4.825;-1.554;37.741
4.805;-1.653;37.709
4.797;-1.665;37.698
4.781;-1.699;37.674
4.778;-1.710;37.669
4.775;-1.732;37.663
4.772;-1.748;37.659
4.759;-1.797;37.638
4.744;-1.841;37.616
4.745;-1.876;37.617
4.727;-2.027;37.588
4.730;-2.068;37.591
4.733;-2.155;37.592
4.729;-2.170;37.587
4.722;-2.278;37.574
4.711;-2.293;37.557
4.707;-2.314;37.551
4.702;-2.334;37.543
4.782;-0.952;37.702
4.793;-1.045;37.716
4.794;-1.061;37.717
4.797;-1.076;37.721
4.803;-1.090;37.729
4.827;-1.137;37.763
4.832;-1.146;37.769
4.840;-1.160;37.781
4.842;-1.191;37.783
4.841;-1.213;37.782
4.841;-1.235;37.781
4.839;-1.246;37.777
4.809;-1.414;37.730
4.807;-1.430;37.727
4.812;-1.450;37.733
4.820;-1.507;37.743
4.814;-1.519;37.735
4.813;-1.530;37.732
4.815;-1.539;37.736
4.820;-1.570;37.742
4.813;-1.609;37.731
4.787;-1.677;37.692
4.764;-1.759;37.656
4.761;-1.775;37.651
4.756;-1.792;37.643
4.741;-1.856;37.620
4.740;-1.897;37.617
4.738;-1.913;37.615
4.737;-1.929;37.612
4.736;-1.954;37.611
4.737;-1.975;37.612
4.738;-2.113;37.610
4.724;-2.186;37.588
4.718;-2.217;37.578
4.715;-2.232;37.574
4.716;-2.247;37.575
4.724;-2.267;37.585
4.711;-2.288;37.566
4.700;-2.329;37.550
4.780;-0.914;37.709
4.779;-0.935;37.708
4.777;-0.974;37.704
4.779;-0.989;37.706
4.783;-1.015;37.711
4.785;-1.030;37.714
4.809;-1.109;37.746
4.817;-1.122;37.758
4.847;-1.172;37.801
4.838;-1.224;37.786
4.828;-1.259;37.770
4.821;-1.271;37.760
4.820;-1.298;37.757
4.821;-1.336;37.758
4.826;-1.350;37.765
4.822;-1.372;37.759
4.809;-1.598;37.735
4.807;-1.635;37.730
4.802;-1.647;37.724
4.778;-1.693;37.686
4.748;-1.808;37.641
4.730;-1.991;37.609
4.722;-2.017;37.597
4.728;-2.078;37.605
4.734;-2.092;37.613
4.733;-2.128;37.611
4.701;-2.319;37.560
4.697;-2.334;37.554
4.684;-2.355;37.534
4.763;-0.902;37.695
4.785;-1.050;37.723
4.793;-1.086;37.733
4.800;-1.099;37.743
4.828;-1.150;37.783
4.840;-1.163;37.799
4.842;-1.194;37.802
4.835;-1.240;37.790
4.830;-1.246;37.784
4.817;-1.314;37.763
4.809;-1.396;37.748
4.806;-1.434;37.744
4.808;-1.455;37.746
4.813;-1.469;37.752
4.817;-1.484;37.759
4.815;-1.495;37.756
4.809;-1.534;37.745
4.809;-1.550;37.745
4.805;-1.624;37.738
4.791;-1.659;37.717
4.783;-1.671;37.705
4.765;-1.721;37.676
4.762;-1.737;37.672
4.760;-1.753;37.668
4.739;-1.819;37.636
4.735;-1.830;37.630
4.733;-1.851;37.627
4.734;-1.871;37.628
4.732;-1.892;37.625
4.715;-2.033;37.597
4.716;-2.043;37.598
4.726;-2.149;37.610
4.720;-2.180;37.600
4.717;-2.196;37.596
4.714;-2.211;37.591
4.718;-2.272;37.595
4.704;-2.304;37.573
4.689;-2.345;37.551
4.665;-2.376;37.515
4.777;-1.035;37.721
4.784;-1.071;37.729
4.813;-1.126;37.771
4.820;-1.140;37.781
4.846;-1.176;37.818
4.814;-1.277;37.768
4.815;-1.292;37.769
4.801;-1.413;37.746
4.808;-1.517;37.754
4.804;-1.576;37.747
4.803;-1.592;37.744
4.803;-1.613;37.744
4.773;-1.688;37.699
4.750;-1.770;37.663
4.727;-1.913;37.626
4.725;-1.939;37.622
4.724;-1.949;37.621
4.728;-1.974;37.625
4.721;-1.996;37.616
4.720;-2.073;37.612
4.725;-2.098;37.619
4.723;-2.154;37.614
4.708;-2.232;37.590
4.711;-2.257;37.594
4.713;-2.293;37.596
4.700;-2.314;37.576
4.670;-2.366;37.532
4.760;-0.916;37.708
4.761;-0.932;37.708
4.760;-0.954;37.706
4.763;-0.974;37.710
4.766;-0.989;37.715
4.768;-1.010;37.717
4.804;-1.117;37.767
4.832;-1.157;37.807
4.848;-1.190;37.830
4.839;-1.204;37.816
4.831;-1.217;37.803
4.830;-1.233;37.802
4.809;-1.314;37.770
4.810;-1.330;37.770
4.814;-1.361;37.776
4.810;-1.373;37.769
4.805;-1.384;37.761
4.810;-1.473;37.768
4.810;-1.495;37.766
4.806;-1.506;37.761
4.791;-1.636;37.735
4.788;-1.652;37.731
4.780;-1.665;37.719
4.764;-1.699;37.695
4.759;-1.710;37.686
4.740;-1.781;37.657
4.738;-1.797;37.653
4.733;-1.813;37.647
4.712;-2.012;37.611
4.712;-2.053;37.609
4.719;-2.108;37.619
4.719;-2.124;37.617
4.717;-2.175;37.613
4.671;-2.361;37.542
4.658;-2.376;37.522
4.648;-2.387;37.508
4.643;-2.392;37.500
4.774;-1.066;37.734
4.779;-1.081;37.740
4.786;-1.095;37.751
4.812;-1.135;37.787
4.848;-1.184;37.839
4.832;-1.210;37.815
4.810;-1.340;37.779
4.793;-1.408;37.753
4.800;-1.417;37.762
4.801;-1.438;37.764
4.801;-1.453;37.764
4.800;-1.533;37.760
4.801;-1.554;37.761
4.800;-1.565;37.759
4.769;-1.676;37.711
4.751;-1.732;37.684
4.748;-1.753;37.679
4.740;-1.770;37.667
4.722;-1.840;37.638
4.721;-1.851;37.637
4.722;-1.877;37.637
4.721;-1.892;37.635
4.718;-1.929;37.630
4.718;-1.954;37.630
4.707;-2.033;37.612
4.711;-2.190;37.614
4.707;-2.211;37.608
4.702;-2.237;37.599
4.702;-2.252;37.600
4.708;-2.277;37.607
4.707;-2.288;37.606
4.703;-2.298;37.600
4.687;-2.329;37.576
4.672;-2.355;37.553
4.746;-0.913;37.705
4.758;-1.000;37.722
4.759;-1.011;37.723
4.764;-1.036;37.730
4.768;-1.051;37.734
4.794;-1.112;37.771
4.799;-1.121;37.779
4.830;-1.161;37.822
4.833;-1.165;37.827
4.848;-1.193;37.849
4.809;-1.253;37.790
4.806;-1.275;37.784
4.805;-1.292;37.783
4.802;-1.308;37.778
4.808;-1.350;37.786
4.804;-1.367;37.779
4.787;-1.397;37.754
4.791;-1.603;37.755
4.788;-1.614;37.750
4.782;-1.631;37.741
4.781;-1.647;37.738
4.761;-1.693;37.708
4.715;-1.913;37.636
4.717;-1.969;37.637
4.713;-1.990;37.631
4.704;-2.032;37.617
4.714;-2.077;37.630
4.715;-2.093;37.631
4.712;-2.108;37.627
4.716;-2.128;37.632
4.717;-2.149;37.633
4.693;-2.314;37.593
4.676;-2.345;37.567
4.630;-2.397;37.498
4.622;-2.418;37.487
4.742;-0.934;37.709
4.743;-0.956;37.709
4.750;-0.985;37.719
4.784;-1.103;37.767
4.808;-1.139;37.800
4.814;-1.148;37.809
4.837;-1.179;37.841
4.812;-1.240;37.804
4.797;-1.341;37.780
4.785;-1.392;37.760
4.795;-1.416;37.774
4.794;-1.432;37.772
4.797;-1.453;37.776
4.801;-1.478;37.781
4.794;-1.538;37.769
4.796;-1.553;37.773
4.746;-1.716;37.695
4.742;-1.737;37.689
4.740;-1.753;37.685
4.722;-1.813;37.657
4.717;-1.830;37.650
4.701;-2.017;37.621
4.699;-2.053;37.618
4.701;-2.063;37.621
4.710;-2.169;37.631
4.707;-2.185;37.626
4.705;-2.195;37.623
4.700;-2.216;37.616
4.701;-2.272;37.615
4.701;-2.293;37.614
4.653;-2.371;37.542
4.621;-2.408;37.495
4.740;-0.971;37.715
4.761;-1.056;37.743
4.764;-1.076;37.747
4.769;-1.085;37.753
4.794;-1.126;37.790
4.837;-1.194;37.851
4.833;-1.212;37.844
4.816;-1.233;37.819
4.799;-1.275;37.793
4.787;-1.321;37.775
4.783;-1.333;37.769
4.786;-1.380;37.771
4.789;-1.501;37.773
4.786;-1.512;37.769
4.788;-1.576;37.769
4.784;-1.592;37.763
4.767;-1.659;37.737
4.761;-1.671;37.727
4.709;-1.856;37.647
4.710;-1.877;37.647
4.709;-1.897;37.645
4.708;-1.908;37.644
4.707;-1.918;37.642
4.706;-1.934;37.640
4.706;-1.949;37.640
4.710;-1.974;37.645
4.709;-1.985;37.643
4.703;-2.001;37.635
4.694;-2.237;37.615
4.694;-2.257;37.615
4.692;-2.303;37.610
4.671;-2.340;37.579
4.651;-2.366;37.549
4.627;-2.392;37.513
4.744;-0.995;37.729
4.747;-1.010;37.733
4.751;-1.031;37.738
4.786;-1.116;37.787
4.812;-1.157;37.825
4.802;-1.246;37.808
4.792;-1.297;37.791
4.785;-1.315;37.781
4.780;-1.348;37.773
4.792;-1.356;37.790
4.787;-1.368;37.782
4.788;-1.410;37.782
4.787;-1.437;37.781
4.787;-1.453;37.781
4.767;-1.637;37.747
4.764;-1.648;37.743
4.746;-1.699;37.714
4.739;-1.710;37.704
4.719;-1.771;37.672
4.719;-1.797;37.672
4.715;-1.813;37.666
4.695;-2.012;37.632
4.696;-2.032;37.632
4.696;-2.073;37.632
4.702;-2.113;37.639
4.703;-2.154;37.640
4.701;-2.170;37.636
4.700;-2.195;37.634
4.672;-2.329;37.591
4.650;-2.356;37.556
4.635;-2.382;37.535
4.602;-2.433;37.484
4.602;-2.443;37.484
4.722;-0.921;37.708
4.724;-0.937;37.710
4.726;-0.957;37.712
4.766;-1.094;37.768
4.792;-1.135;37.805
4.812;-1.166;37.835
4.780;-1.400;37.781
4.785;-1.479;37.787
4.787;-1.494;37.789
4.787;-1.532;37.788
4.786;-1.553;37.786
4.781;-1.565;37.779
4.767;-1.615;37.757
4.732;-1.727;37.703
4.731;-1.737;37.700
4.725;-1.754;37.692
4.706;-1.835;37.661
4.687;-2.048;37.628
4.696;-2.083;37.640
4.699;-2.129;37.644
4.694;-2.211;37.634
4.690;-2.226;37.628
4.686;-2.247;37.621
4.689;-2.262;37.625
4.691;-2.277;37.629
4.693;-2.287;37.630
4.673;-2.319;37.600
4.637;-2.377;37.546
4.605;-2.413;37.498
4.600;-2.423;37.491
4.586;-2.453;37.469
4.725;-0.972;37.720
4.744;-1.036;37.747
4.747;-1.051;37.750
4.751;-1.071;37.755
4.781;-1.121;37.799
4.810;-1.177;37.839
4.814;-1.192;37.845
4.815;-1.213;37.846
4.790;-1.258;37.809
4.787;-1.275;37.804
4.770;-1.338;37.778
4.766;-1.355;37.771
4.770;-1.375;37.776
4.766;-1.392;37.770
4.781;-1.516;37.789
4.773;-1.576;37.776
4.769;-1.593;37.770
4.764;-1.610;37.762
4.748;-1.676;37.736
4.742;-1.693;37.727
4.697;-1.856;37.657
4.698;-1.877;37.657
4.697;-1.897;37.656
4.696;-1.913;37.654
4.695;-1.929;37.652
4.694;-1.954;37.650
4.697;-1.969;37.654
4.698;-1.995;37.654
4.699;-2.098;37.653
4.697;-2.134;37.650
4.673;-2.309;37.610
4.593;-2.438;37.488
4.709;-0.923;37.707
4.722;-0.977;37.724
4.736;-1.015;37.744
4.766;-1.103;37.785
4.772;-1.111;37.795
4.790;-1.144;37.821
4.801;-1.167;37.837
4.806;-1.225;37.842
4.777;-1.303;37.797
4.767;-1.365;37.781
4.776;-1.474;37.792
4.782;-1.531;37.798
4.748;-1.654;37.745
4.745;-1.665;37.742
4.724;-1.732;37.708
4.706;-1.792;37.680
4.704;-1.813;37.677
4.700;-1.829;37.670
4.690;-2.006;37.652
4.684;-2.037;37.641
4.686;-2.083;37.643
4.693;-2.113;37.653
4.694;-2.149;37.653
4.686;-2.170;37.642
4.691;-2.180;37.648
4.693;-2.190;37.651
4.689;-2.206;37.645
4.674;-2.298;37.621
4.651;-2.335;37.585
4.643;-2.346;37.573
4.633;-2.356;37.558
4.631;-2.372;37.555
4.610;-2.398;37.524
4.587;-2.448;37.488
4.575;-2.464;37.471
4.704;-0.934;37.708
4.724;-0.991;37.737
4.728;-1.006;37.742
4.746;-1.076;37.766
4.751;-1.090;37.774
4.789;-1.159;37.828
4.795;-1.238;37.835
4.787;-1.251;37.822
4.769;-1.315;37.794
4.765;-1.332;37.788
4.760;-1.360;37.780
4.767;-1.396;37.789
4.768;-1.417;37.790
4.769;-1.438;37.791
4.770;-1.453;37.793
4.780;-1.488;37.806
4.783;-1.498;37.810
4.782;-1.509;37.809
4.779;-1.520;37.804
4.771;-1.554;37.792
4.766;-1.571;37.783
4.748;-1.638;37.756
4.723;-1.716;37.716
4.700;-1.777;37.682
4.691;-1.846;37.666
4.688;-1.929;37.659
4.693;-1.990;37.665
4.675;-2.053;37.638
4.678;-2.068;37.641
4.680;-2.237;37.640
4.677;-2.257;37.634
4.682;-2.277;37.641
4.679;-2.288;37.636
4.653;-2.325;37.597
4.602;-2.403;37.521
4.592;-2.418;37.506
4.565;-2.474;37.464
4.704;-0.954;37.716
4.728;-1.015;37.751
4.732;-1.030;37.756
4.736;-1.045;37.761
4.737;-1.055;37.763
4.768;-1.116;37.807
4.773;-1.130;37.814
4.791;-1.179;37.839
4.791;-1.195;37.839
4.794;-1.216;37.843
4.793;-1.232;37.841
4.771;-1.292;37.807
4.750;-1.388;37.773
4.793;-1.511;37.835
4.776;-1.536;37.808
4.701;-1.755;37.692
4.699;-1.797;37.688
4.685;-1.913;37.664
4.684;-1.949;37.661
4.685;-1.964;37.663
4.683;-2.016;37.658
4.680;-2.032;37.654
4.687;-2.113;37.662
4.689;-2.128;37.664
4.690;-2.133;37.666
